loss,val_loss
0.18468840420246124,0.11180274933576584
0.13235600292682648,0.11040403693914413
0.11513003706932068,0.09452742338180542
0.10418850183486938,0.09399762004613876
0.10231707990169525,0.0856684222817421
0.09841172397136688,0.08180845528841019
0.09271707385778427,0.07543464750051498
0.08315522223711014,0.0591767318546772
0.067336305975914,0.043283212929964066
0.0514308400452137,0.13061146438121796
0.07244209945201874,0.05299604311585426
0.06125396490097046,0.03370491415262222
0.058149222284555435,0.03592090308666229
0.05038376525044441,0.022105464711785316
0.04035615921020508,0.01832089014351368
0.035581715404987335,0.014507941901683807
0.03534004092216492,0.025967085734009743
0.0346837118268013,0.015551414340734482
0.029611453413963318,0.019908268004655838
0.027742870151996613,0.011423264630138874
0.028035704046487808,0.015925662592053413
0.025947412475943565,0.012244836427271366
0.02582123689353466,0.013464711606502533
0.02456018142402172,0.01211550459265709
0.02443508617579937,0.013457131572067738
0.024192210286855698,0.01397912111133337
0.024011723697185516,0.012865806929767132
0.023726332932710648,0.011271077208220959
0.025249416008591652,0.01877240277826786
0.026605432853102684,0.012146965600550175
0.023819811642169952,0.01257943082600832
0.024896828457713127,0.01888699270784855
0.023761356249451637,0.013810202479362488
0.024766195565462112,0.011407791636884212
0.021337024867534637,0.015299026854336262
0.020695574581623077,0.013292104005813599
0.021414687857031822,0.013560899533331394
0.0203170794993639,0.01360052078962326
0.020839009433984756,0.01454670075327158
0.021682124584913254,0.01946522481739521
0.021871523931622505,0.011356907896697521
0.02252654731273651,0.015264168381690979
0.02111121453344822,0.023017005994915962
0.023855382576584816,0.015688134357333183
0.023615533486008644,0.021455049514770508
0.024194788187742233,0.011666965670883656
0.021653009578585625,0.014257003553211689
0.02050996571779251,0.013408482074737549
0.019639404490590096,0.013474158011376858
0.01974944770336151,0.011300873011350632
0.019859442487359047,0.016878942027688026
0.019749347120523453,0.011980992741882801
0.01789635792374611,0.012558658607304096
