FlowCode,FlowDesc,PartnerISO,PartnerDesc,MotDesc,Toneladas,Cifvalue,Fobvalue,datetime
X,Export,PRT,Portugal,Railway,6.596,0.0,3006.719,2002-01-01
X,Export,SWE,Suecia,Railway,44.512,0.0,19658.502,2002-01-01
X,Export,GMB,Gambia,Air,0.124,0.0,98.619,2002-01-01
X,Export,SLE,Sierra Leona,Air,0.036,0.0,28.619,2002-01-01
X,Export,MYS,Malasia,Air,0.017,0.0,5.309,2002-01-01
X,Export,CPV,Cabo Verde,Air,1.563,0.0,1608.153,2002-01-01
X,Export,GBR,Reino Unido,Air,39.737,0.0,14746.032,2002-01-01
X,Export,FIN,Finlandia,Other,66.739,0.0,35737.03,2002-01-01
X,Export,DNK,Dinamarca,Other,46.845,0.0,16137.311,2002-01-01
X,Export,SWE,Suecia,Other,334.888,0.0,132376.906,2002-01-01
X,Export,AUT,Austria,Other,3.96,0.0,1468.911,2002-01-01
X,Export,BEL,Bélgica,Other,2431.831,0.0,1388869.005,2002-01-01
X,Export,NLD,Países Bajos,Other,1814.52,0.0,732166.13,2002-01-01
X,Export,DEU,Alemania,Other,5070.967,0.0,1901620.06,2002-01-01
X,Export,GBR,Reino Unido,Other,1375.24,0.0,449325.048,2002-01-01
X,Export,ITA,Italia,Other,264.36,0.0,112116.0,2002-01-01
X,Export,PRT,Portugal,Other,150.779,0.0,44876.335,2002-01-01
X,Export,MRT,Mauritania,Sea,101.45,0.0,37031.403,2002-01-01
X,Export,GTM,Grecia,Sea,7.847,0.0,3651.194,2002-01-01
X,Export,CAN,Canadá,Sea,1460.247,0.0,709063.556,2002-01-01
X,Export,RUS,Rusia,Sea,1600.64,0.0,564238.418,2002-01-01
X,Export,CPV,Cabo Verde,Sea,18.51,0.0,9849.567,2002-01-01
X,Export,SLE,Sierra Leona,Sea,3.0,0.0,1589.922,2002-01-01
X,Export,AUS,Australia,Sea,25.024,0.0,8635.043,2002-01-01
X,Export,LKA,Sri Lanka,Sea,20.944,0.0,8565.325,2002-01-01
X,Export,BRA,Brasil,Sea,107.545,0.0,47997.36,2002-01-01
X,Export,MYS,Malasia,Sea,6.495,0.0,4137.33,2002-01-01
X,Export,ARG,Argentina,Sea,22.68,0.0,11566.453,2002-01-01
X,Export,JPN,Japón,Sea,69.632,0.0,34589.495,2002-01-01
X,Export,DNK,Dinamarca,Road,3771.04,0.0,1463438.538,2002-01-01
X,Export,GBR,Reino Unido,Road,19359.874,0.0,8850497.018,2002-01-01
X,Export,AUT,Austria,Road,4130.92,0.0,1835624.986,2002-01-01
X,Export,SWE,Suecia,Road,7144.89,0.0,2894370.617,2002-01-01
X,Export,LUX,Luxemburgo,Road,93.723,0.0,45851.513,2002-01-01
X,Export,BEL,Bélgica,Road,10506.517,0.0,5629527.168,2002-01-01
X,Export,DEU,Alemania,Road,69563.498,0.0,33812974.987,2002-01-01
X,Export,ITA,Italia,Road,1853.7548000000002,0.0,753051.672,2002-01-01
X,Export,IRL,Irlanda,Road,1145.05,0.0,486123.404,2002-01-01
X,Export,FIN,Finlandia,Road,1403.7,0.0,591466.883,2002-01-01
X,Export,NLD,Países Bajos,Road,28127.211,0.0,11918763.207,2002-01-01
X,Export,PRT,Portugal,Road,1899.861,0.0,713235.697,2002-01-01
X,Export,AND,Andorra,Road,160.305,0.0,69803.653,2002-01-01
X,Export,GIB,Gibraltar,Road,9.238,0.0,4306.039,2002-01-01
X,Export,LTU,Lituania,Road,161.886,0.0,51216.316,2002-01-01
X,Export,POL,Polonia,Road,12441.93,0.0,4661636.544,2002-01-01
X,Export,UKR,Ucrania,Road,25.41,0.0,8008.543,2002-01-01
X,Export,HRV,Croacia,Road,1226.788,0.0,351138.249,2002-01-01
X,Export,SGP,Singapur,Road,25.065,0.0,14759.776,2002-01-01
X,Export,AUS,Australia,Road,100.096,0.0,104666.332,2002-01-01
X,Export,CAN,Canadá,Road,98.1,0.0,47902.919,2002-01-01
X,Export,LVA,Letonia,Road,521.255,0.0,189560.994,2002-01-01
X,Export,JPN,Japón,Road,205.522,0.0,197475.352,2002-01-01
X,Export,EST,Estonia,Road,319.97,0.0,96519.404,2002-01-01
X,Export,SLE,Sierra Leona,Road,3.386,0.0,1647.919,2002-01-01
X,Export,CZE,República Checa,Road,3906.424,0.0,1329929.298,2002-01-01
X,Export,ISL,Islandia,Road,92.09,0.0,51424.702,2002-01-01
X,Export,HUN,Hungría,Road,1914.01,0.0,581757.088,2002-01-01
X,Export,BLR,Bielorusia,Road,856.23,0.0,224217.752,2002-01-01
X,Export,SVK,Eslovaquia,Road,1085.64,0.0,357290.752,2002-01-01
X,Export,BIH,Bosnia-Herzegovina,Road,253.65,0.0,56212.735,2002-01-01
X,Export,SVN,Eslovenia,Road,865.502,0.0,380006.029,2002-01-01
X,Export,RUS,Rusia,Road,893.637,0.0,317923.365,2002-01-01
X,Export,NOR,Noruega,Road,6293.486,0.0,2803521.564,2002-01-01
X,Export,NOR,Noruega,Sea,22.5,0.0,13393.503,2002-01-01
X,Export,CHE,Suiza,Road,4613.304,0.0,2318783.344,2002-01-01
X,Export,FRA,Francia,Other,4226.13,0.0,1736578.552,2002-01-01
X,Export,FRA,Francia,Road,54161.215,0.0,26860736.051,2002-01-01
X,Export,AND,Andorra,Road,146.219,0.0,65711.485,2002-02-01
X,Export,AUS,Australia,Sea,22.015,0.0,22604.953,2002-02-01
X,Export,AUS,Australia,Road,222.207,0.0,216003.656,2002-02-01
X,Export,AUT,Austria,Road,3343.33,0.0,1773019.54,2002-02-01
X,Export,AUT,Austria,Other,20.704,0.0,12127.488,2002-02-01
X,Export,BEL,Bélgica,Road,9103.039,0.0,5655083.765,2002-02-01
X,Export,BEL,Bélgica,Other,863.87,0.0,391593.772,2002-02-01
X,Export,BIH,Bosnia-Herzegovina,Road,274.115,0.0,59307.286,2002-02-01
X,Export,BRA,Brasil,Sea,84.055,0.0,40113.594,2002-02-01
X,Export,BLR,Bielorusia,Road,530.825,0.0,140332.771,2002-02-01
X,Export,CAN,Canadá,Sea,686.785,0.0,383355.311,2002-02-01
X,Export,CAN,Canadá,Road,49.815,0.0,23410.166,2002-02-01
X,Export,CPV,Cabo Verde,Air,0.45,0.0,308.429,2002-02-01
X,Export,HRV,Croacia,Road,1474.44,0.0,412292.789,2002-02-01
X,Export,CZE,República Checa,Road,3399.835,0.0,1166871.138,2002-02-01
X,Export,DNK,Dinamarca,Road,3114.784,0.0,1217085.175,2002-02-01
X,Export,DNK,Dinamarca,Other,20.841,0.0,9830.582,2002-02-01
X,Export,EST,Estonia,Road,353.415,0.0,109902.992,2002-02-01
X,Export,FIN,Finlandia,Road,1430.21,0.0,635090.64,2002-02-01
X,Export,FIN,Finlandia,Other,55.954,0.0,32672.612,2002-02-01
X,Export,FRA,Francia,Air,82.107,0.0,32038.205,2002-02-01
X,Export,FRA,Francia,Road,46365.297,0.0,25331392.28,2002-02-01
X,Export,FRA,Francia,Other,3979.973,0.0,1713039.957,2002-02-01
X,Export,GMB,Gambia,Air,0.729,0.0,574.096,2002-02-01
X,Export,DEU,Alemania,Road,59877.917,0.0,28104457.625,2002-02-01
X,Export,DEU,Alemania,Other,5896.41,0.0,2323873.534,2002-02-01
X,Export,GIB,Gibraltar,Road,11.196,0.0,4417.045,2002-02-01
X,Export,GRC,Gibraltar,Road,20.417,0.0,8359.344,2002-02-01
X,Export,HKG,Hong-Kong,Air,0.032,0.0,167.326,2002-02-01
X,Export,HUN,Hungría,Road,1652.59,0.0,514389.764,2002-02-01
X,Export,ISL,Islandia,Road,136.96,0.0,71442.76,2002-02-01
X,Export,IRL,Irlanda,Sea,35.959,0.0,21899.777,2002-02-01
X,Export,IRL,Irlanda,Road,704.543,0.0,377124.023,2002-02-01
X,Export,ITA,Italia,Air,1.8,0.0,610.768,2002-02-01
X,Export,ITA,Italia,Road,2253.876,0.0,1171212.481,2002-02-01
X,Export,ITA,Italia,Other,316.646,0.0,173335.076,2002-02-01
X,Export,JPN,Japón,Sea,162.415,0.0,125258.789,2002-02-01
X,Export,JPN,Japón,Road,562.044,0.0,537436.75,2002-02-01
X,Export,LVA,Letonia,Road,749.111,0.0,250237.033,2002-02-01
X,Export,LTU,Lituania,Road,266.058,0.0,87885.629,2002-02-01
X,Export,LUX,Luxemburgo,Road,44.789,0.0,31882.572,2002-02-01
X,Export,MYS,Malasia,Sea,50.976,0.0,25470.63,2002-02-01
X,Export,MRT,Mauritania,Sea,102.3,0.0,35817.737,2002-02-01
X,Export,NLD,Países Bajos,Air,85.347,0.0,32258.203,2002-02-01
X,Export,NLD,Países Bajos,Road,22912.608,0.0,11499410.791,2002-02-01
X,Export,NLD,Países Bajos,Other,1856.56,0.0,736403.892,2002-02-01
X,Export,NOR,Noruega,Road,5468.486,0.0,2567940.748,2002-02-01
X,Export,POL,Polonia,Road,11396.58,0.0,4127972.043,2002-02-01
X,Export,PRT,Portugal,Road,2994.178,0.0,1094562.644,2002-02-01
X,Export,PRT,Portugal,Other,244.1315,0.0,77527.133,2002-02-01
X,Export,CHE,Suiza,Road,3193.624,0.0,1707675.499,2002-02-01
X,Export,SLE,Sierra Leona,Air,0.125,0.0,97.88,2002-02-01
X,Export,SGP,Singapur,Air,0.016,0.0,83.663,2002-02-01
X,Export,GBR,Reino Unido,Air,65.481,0.0,26392.211,2002-02-01
X,Export,SWE,Suecia,Other,526.366,0.0,280102.418,2002-02-01
X,Export,GBR,Reino Unido,Other,919.605,0.0,338414.83,2002-02-01
X,Export,ARE,Emiratos Árabes Unidos,Sea,46.74,0.0,27474.158,2002-02-01
X,Export,RUS,Rusia,Sea,1288.296,0.0,487365.087,2002-02-01
X,Export,SGP,Singapur,Road,72.885,0.0,46095.589,2002-02-01
X,Export,RUS,Rusia,Road,347.237,0.0,125749.135,2002-02-01
X,Export,ARE,Emiratos Árabes Unidos,Road,24.48,0.0,17464.313,2002-02-01
X,Export,UKR,Ucrania,Road,19.8,0.0,5667.441,2002-02-01
X,Export,SVK,Eslovaquia,Road,1240.449,0.0,374498.13,2002-02-01
X,Export,SVN,Eslovenia,Road,1163.82,0.0,478016.898,2002-02-01
X,Export,GBR,Reino Unido,Road,16717.182800000002,0.0,9296692.807,2002-02-01
X,Export,SWE,Suecia,Road,6039.279,0.0,2364740.626,2002-02-01
X,Export,AND,Andorra,Road,133.698,0.0,71634.747,2002-03-01
X,Export,AUS,Australia,Road,535.718,0.0,509631.523,2002-03-01
X,Export,AUT,Austria,Road,3142.34,0.0,1636973.623,2002-03-01
X,Export,AUT,Austria,Other,44.711,0.0,24082.24,2002-03-01
X,Export,BEL,Bélgica,Railway,4.2,0.0,2538.068,2002-03-01
X,Export,BEL,Bélgica,Road,8723.226,0.0,6133166.979,2002-03-01
X,Export,BEL,Bélgica,Other,1085.33,0.0,510422.449,2002-03-01
X,Export,BIH,Bosnia-Herzegovina,Road,354.72,0.0,76752.914,2002-03-01
X,Export,BRA,Brasil,Sea,7.604,0.0,3654.258,2002-03-01
X,Export,BLR,Bielorusia,Road,740.43,0.0,195052.667,2002-03-01
X,Export,CAN,Canadá,Sea,207.0,0.0,146352.88,2002-03-01
X,Export,CAN,Canadá,Road,579.6,0.0,451892.639,2002-03-01
X,Export,CPV,Cabo Verde,Air,0.585,0.0,454.934,2002-03-01
X,Export,CHN,China,Sea,72.128,0.0,58680.317,2002-03-01
X,Export,HRV,Croacia,Road,1594.81,0.0,440226.134,2002-03-01
X,Export,CYP,Chipre,Road,17.16,0.0,6406.477,2002-03-01
X,Export,CZE,República Checa,Road,3837.797,0.0,1364706.785,2002-03-01
X,Export,DNK,Dinamarca,Road,2668.59,0.0,1337577.811,2002-03-01
X,Export,DNK,Dinamarca,Other,110.044,0.0,60929.406,2002-03-01
X,Export,EST,Estonia,Road,481.628,0.0,168801.123,2002-03-01
X,Export,FIN,Finlandia,Road,1806.44,0.0,852344.324,2002-03-01
X,Export,FIN,Finlandia,Other,45.531,0.0,24253.529,2002-03-01
X,Export,FRA,Francia,Air,58.008,0.0,20309.39,2002-03-01
X,Export,FRA,Francia,Road,44821.179,0.0,26702896.075,2002-03-01
X,Export,FRA,Francia,Other,3834.345,0.0,1868863.91,2002-03-01
X,Export,GAB,Gabón,Sea,25.15,0.0,10132.13,2002-03-01
X,Export,DEU,Alemania,Road,51344.555,0.0,26835647.037,2002-03-01
X,Export,DEU,Alemania,Other,5314.19,0.0,2131793.958,2002-03-01
X,Export,GIB,Gibraltar,Road,14.11,0.0,8407.4,2002-03-01
X,Export,GRC,Gibraltar,Road,31.08,0.0,10116.366,2002-03-01
X,Export,HKG,Hong-Kong,Sea,49.98,0.0,40148.257,2002-03-01
X,Export,HKG,Hong-Kong,Road,74.814,0.0,60335.614,2002-03-01
X,Export,HUN,Hungría,Road,1460.87,0.0,447163.617,2002-03-01
X,Export,ISL,Islandia,Road,111.51,0.0,68228.761,2002-03-01
X,Export,IRL,Irlanda,Road,940.871,0.0,487011.361,2002-03-01
X,Export,ITA,Italia,Air,52.494,0.0,19367.932,2002-03-01
X,Export,ITA,Italia,Road,3345.263,0.0,1888651.665,2002-03-01
X,Export,ITA,Italia,Other,364.228,0.0,201628.603,2002-03-01
X,Export,JPN,Japón,Sea,114.24,0.0,83437.641,2002-03-01
X,Export,JPN,Japón,Road,140.616,0.0,124226.047,2002-03-01
X,Export,LVA,Letonia,Road,593.877,0.0,217938.661,2002-03-01
X,Export,LBY,Libia,Road,17.042,0.0,8358.635,2002-03-01
X,Export,LTU,Lituania,Road,144.028,0.0,48041.965,2002-03-01
X,Export,CHE,Suiza,Road,2688.359,0.0,1563791.994,2002-03-01
X,Export,NOR,Noruega,Road,5282.531,0.0,2628419.125,2002-03-01
X,Export,SCG,Serbia and Montenegro (...2005),Road,0.96,0.0,117.357,2002-03-01
X,Export,PRT,Portugal,Air,16.935,0.0,5592.465,2002-03-01
X,Export,SGP,Singapur,Air,0.16,0.0,117.357,2002-03-01
X,Export,SWE,Suecia,Other,270.456,0.0,140633.337,2002-03-01
X,Export,NLD,Países Bajos,Other,2029.74,0.0,871981.591,2002-03-01
X,Export,GBR,Reino Unido,Other,591.708,0.0,285953.333,2002-03-01
X,Export,PRT,Portugal,Other,159.9871,0.0,59210.333,2002-03-01
X,Export,SWE,Suecia,Sea,19.584,0.0,12521.313,2002-03-01
X,Export,MYS,Malasia,Sea,12.0,0.0,9616.45,2002-03-01
X,Export,MRT,Mauritania,Sea,65.2,0.0,23873.791,2002-03-01
X,Export,PRT,Portugal,Road,2005.666,0.0,988890.048,2002-03-01
X,Export,LUX,Luxemburgo,Road,62.9,0.0,46370.501,2002-03-01
X,Export,NLD,Países Bajos,Road,22746.542,0.0,11819001.705,2002-03-01
X,Export,SWE,Suecia,Road,3570.314,0.0,1606105.973,2002-03-01
X,Export,GBR,Reino Unido,Road,17997.569,0.0,10388840.79,2002-03-01
X,Export,ZAF,Sudáfrica,Road,19.26,0.0,10281.691,2002-03-01
X,Export,SVK,Eslovaquia,Road,1632.775,0.0,480720.691,2002-03-01
X,Export,SGP,Singapur,Road,123.36,0.0,84229.189,2002-03-01
X,Export,MDV,Maldivas,Road,21.205,0.0,16564.881,2002-03-01
X,Export,MYS,Malasia,Road,38.327,0.0,27757.605,2002-03-01
X,Export,POL,Polonia,Road,20156.866,0.0,8170450.907,2002-03-01
X,Export,RUS,Rusia,Road,242.245,0.0,91028.384,2002-03-01
X,Export,SVN,Eslovenia,Road,1114.59,0.0,567188.801,2002-03-01
X,Export,DZA,Argelia,Sea,19.0,0.0,2692.954,2002-04-01
X,Export,AND,Andorra,Road,91.113,0.0,55333.269,2002-04-01
X,Export,AUS,Australia,Road,100.096,0.0,97405.195,2002-04-01
X,Export,AUT,Austria,Road,1643.45,0.0,803819.552,2002-04-01
X,Export,AUT,Austria,Other,2.766,0.0,1509.471,2002-04-01
X,Export,BEL,Bélgica,Road,8950.859,0.0,6657303.78,2002-04-01
X,Export,BEL,Bélgica,Other,774.222,0.0,381437.043,2002-04-01
X,Export,BIH,Bosnia-Herzegovina,Road,244.488,0.0,61098.901,2002-04-01
X,Export,BLR,Bielorusia,Road,651.37,0.0,186327.869,2002-04-01
X,Export,CAN,Canadá,Sea,123.93,0.0,92515.181,2002-04-01
X,Export,CAN,Canadá,Road,725.64,0.0,532468.937,2002-04-01
X,Export,CPV,Cabo Verde,Air,0.55,0.0,338.391,2002-04-01
X,Export,HRV,Croacia,Road,1265.24,0.0,408754.808,2002-04-01
X,Export,CZE,República Checa,Road,2264.84,0.0,872310.521,2002-04-01
X,Export,DNK,Dinamarca,Road,834.806,0.0,483479.07,2002-04-01
X,Export,DNK,Dinamarca,Other,109.705,0.0,70716.076,2002-04-01
X,Export,EST,Estonia,Road,146.31,0.0,51610.199,2002-04-01
X,Export,FIN,Finlandia,Road,1015.28,0.0,468451.68,2002-04-01
X,Export,FIN,Finlandia,Other,41.734,0.0,21427.584,2002-04-01
X,Export,FRA,Francia,Air,22.708,0.0,10331.012,2002-04-01
X,Export,FRA,Francia,Road,38120.673,0.0,24979567.944,2002-04-01
X,Export,FRA,Francia,Other,4404.212,0.0,2371836.237,2002-04-01
X,Export,DEU,Alemania,Road,33708.197,0.0,18943756.743,2002-04-01
X,Export,DEU,Alemania,Pipelines and cables,24.5,0.0,13199.725,2002-04-01
X,Export,DEU,Alemania,Other,3819.93,0.0,1662662.214,2002-04-01
X,Export,GIB,Gibraltar,Road,10.899,0.0,5368.456,2002-04-01
X,Export,HKG,Hong-Kong,Road,124.73,0.0,99625.11,2002-04-01
X,Export,HUN,Hungría,Road,627.394,0.0,232116.646,2002-04-01
X,Export,ISL,Islandia,Road,111.375,0.0,64898.605,2002-04-01
X,Export,IRL,Irlanda,Road,654.681,0.0,392079.871,2002-04-01
X,Export,ITA,Italia,Air,38.299,0.0,15364.851,2002-04-01
X,Export,ITA,Italia,Road,6734.463,0.0,3790219.983,2002-04-01
X,Export,ITA,Italia,Other,1121.489,0.0,680428.134,2002-04-01
X,Export,LVA,Letonia,Road,279.161,0.0,105905.281,2002-04-01
X,Export,LTU,Lituania,Road,303.984,0.0,97738.271,2002-04-01
X,Export,LUX,Luxemburgo,Road,69.965,0.0,53219.309,2002-04-01
X,Export,MYS,Malasia,Air,0.002,0.0,2.259,2002-04-01
X,Export,MYS,Malasia,Road,24.66,0.0,18511.398,2002-04-01
X,Export,MRT,Mauritania,Sea,83.59,0.0,29308.052,2002-04-01
X,Export,NLD,Países Bajos,Road,21121.319,0.0,12263675.367,2002-04-01
X,Export,NLD,Países Bajos,Other,1049.57,0.0,533956.156,2002-04-01
X,Export,NZL,Nueva Zelanda,Road,50.048,0.0,48246.39,2002-04-01
X,Export,NOR,Noruega,Road,1965.06,0.0,1128613.948,2002-04-01
X,Export,POL,Polonia,Road,10262.971,0.0,4029102.923,2002-04-01
X,Export,RUS,Rusia,Road,148.309,0.0,60053.22,2002-04-01
X,Export,SGP,Singapur,Road,80.37,0.0,59328.248,2002-04-01
X,Export,SVN,Eslovenia,Road,557.397,0.0,338788.702,2002-04-01
X,Export,CHE,Suiza,Road,1722.638,0.0,1127132.531,2002-04-01
X,Export,PRT,Portugal,Other,188.16279999999998,0.0,80691.795,2002-04-01
X,Export,SWE,Suecia,Road,1724.147,0.0,686693.424,2002-04-01
X,Export,GBR,Reino Unido,Road,12881.317,0.0,8525019.077,2002-04-01
X,Export,PRT,Portugal,Road,3836.242,0.0,2166588.872,2002-04-01
X,Export,SVK,Eslovaquia,Road,664.339,0.0,204586.617,2002-04-01
X,Export,SCG,Serbia and Montenegro (...2005),Road,12.218,0.0,2706.153,2002-04-01
X,Export,ARE,Emiratos Árabes Unidos,Sea,44.35,0.0,27500.903,2002-04-01
X,Export,GBR,Reino Unido,Other,445.51,0.0,262999.642,2002-04-01
X,Export,GBR,Reino Unido,Air,4.66,0.0,3058.053,2002-04-01
X,Export,SWE,Suecia,Other,40.717,0.0,19374.207,2002-04-01
X,Export,AND,Andorra,Road,84.288,0.0,55882.33,2002-05-01
X,Export,AUT,Austria,Road,913.733,0.0,420113.263,2002-05-01
X,Export,BEL,Bélgica,Railway,11.419,0.0,8938.394,2002-05-01
X,Export,BEL,Bélgica,Road,5822.514,0.0,4484666.561,2002-05-01
X,Export,BEL,Bélgica,Other,550.628,0.0,320408.967,2002-05-01
X,Export,BIH,Bosnia-Herzegovina,Road,106.009,0.0,25012.767,2002-05-01
X,Export,BLR,Bielorusia,Road,456.345,0.0,145781.233,2002-05-01
X,Export,CAN,Canadá,Sea,63.72,0.0,29190.688,2002-05-01
X,Export,CPV,Cabo Verde,Air,0.395,0.0,320.565,2002-05-01
X,Export,HRV,Croacia,Road,360.329,0.0,119983.582,2002-05-01
X,Export,CZE,República Checa,Road,886.35,0.0,355478.34,2002-05-01
X,Export,DNK,Dinamarca,Air,21.12,0.0,7861.447,2002-05-01
X,Export,DNK,Dinamarca,Road,302.806,0.0,178832.334,2002-05-01
X,Export,DNK,Dinamarca,Other,96.754,0.0,75735.737,2002-05-01
X,Export,EST,Estonia,Road,99.088,0.0,33681.835,2002-05-01
X,Export,FIN,Finlandia,Other,5.443,0.0,2379.145,2002-05-01
X,Export,FRA,Francia,Road,26769.1,0.0,19139901.448,2002-05-01
X,Export,FRA,Francia,Other,1700.418,0.0,1077742.338,2002-05-01
X,Export,DEU,Alemania,Road,16816.862,0.0,9845533.208,2002-05-01
X,Export,DEU,Alemania,Other,1733.24,0.0,718448.046,2002-05-01
X,Export,GIB,Gibraltar,Road,9.902,0.0,7070.67,2002-05-01
X,Export,HUN,Hungría,Road,415.715,0.0,154624.341,2002-05-01
X,Export,ISL,Islandia,Road,88.64,0.0,48933.495,2002-05-01
X,Export,IRL,Irlanda,Road,446.086,0.0,216149.964,2002-05-01
X,Export,ITA,Italia,Air,78.681,0.0,41409.991,2002-05-01
X,Export,ITA,Italia,Railway,201.043,0.0,157369.424,2002-05-01
X,Export,ITA,Italia,Road,7273.9345,0.0,4348830.312,2002-05-01
X,Export,ITA,Italia,Other,999.443,0.0,621233.08,2002-05-01
X,Export,LVA,Letonia,Road,92.976,0.0,47249.62,2002-05-01
X,Export,LTU,Lituania,Road,265.88,0.0,85903.394,2002-05-01
X,Export,LUX,Luxemburgo,Road,49.42,0.0,40843.591,2002-05-01
X,Export,MRT,Mauritania,Sea,68.05,0.0,25805.009,2002-05-01
X,Export,MDA,Moldavia,Road,3.52,0.0,1197.17,2002-05-01
X,Export,NLD,Países Bajos,Road,12317.56,0.0,8190201.663,2002-05-01
X,Export,NLD,Países Bajos,Other,722.128,0.0,264055.68,2002-05-01
X,Export,NOR,Noruega,Road,846.905,0.0,486920.663,2002-05-01
X,Export,POL,Polonia,Road,5750.89,0.0,2394740.232,2002-05-01
X,Export,PRT,Portugal,Road,1617.437,0.0,786517.318,2002-05-01
X,Export,PRT,Portugal,Other,362.217,0.0,163498.98,2002-05-01
X,Export,RUS,Rusia,Road,90.833,0.0,35145.228,2002-05-01
X,Export,SVK,Eslovaquia,Road,216.284,0.0,69314.66,2002-05-01
X,Export,SVN,Eslovenia,Road,328.5,0.0,204827.407,2002-05-01
X,Export,SWE,Suecia,Other,3.009,0.0,1164.018,2002-05-01
X,Export,GBR,Reino Unido,Road,9005.963,0.0,5878795.55,2002-05-01
X,Export,SWE,Suecia,Road,1060.09,0.0,356450.691,2002-05-01
X,Export,ARE,Emiratos Árabes Unidos,Sea,24.9,0.0,13758.246,2002-05-01
X,Export,GBR,Reino Unido,Other,628.841,0.0,279145.427,2002-05-01
X,Export,CHE,Suiza,Road,1242.58,0.0,797676.968,2002-05-01
X,Export,SCG,Serbia and Montenegro (...2005),Road,35.437,0.0,9225.981,2002-05-01
X,Export,AND,Andorra,Road,45.012,0.0,28084.633,2002-06-01
X,Export,AUT,Austria,Road,645.824,0.0,293596.355,2002-06-01
X,Export,BEL,Bélgica,Road,3896.266,0.0,3021789.111,2002-06-01
X,Export,BEL,Bélgica,Other,335.379,0.0,185707.0,2002-06-01
X,Export,BIH,Bosnia-Herzegovina,Road,78.662,0.0,18152.806,2002-06-01
X,Export,BLR,Bielorusia,Road,75.6,0.0,20572.458,2002-06-01
X,Export,CPV,Cabo Verde,Air,0.2,0.0,171.979,2002-06-01
X,Export,HRV,Croacia,Road,219.582,0.0,78378.985,2002-06-01
X,Export,CZE,República Checa,Road,555.919,0.0,203425.205,2002-06-01
X,Export,DNK,Dinamarca,Road,151.487,0.0,95540.178,2002-06-01
X,Export,DNK,Dinamarca,Other,18.15,0.0,7283.319,2002-06-01
X,Export,EST,Estonia,Road,33.907,0.0,12706.549,2002-06-01
X,Export,FRA,Francia,Road,13885.792,0.0,9222957.807,2002-06-01
X,Export,FRA,Francia,Other,990.942,0.0,640258.01,2002-06-01
X,Export,DEU,Alemania,Railway,98.712,0.0,44111.079,2002-06-01
X,Export,DEU,Alemania,Road,8725.927,0.0,4627448.777,2002-06-01
X,Export,DEU,Alemania,Other,544.734,0.0,239090.787,2002-06-01
X,Export,GIB,Gibraltar,Road,5.743,0.0,5105.632,2002-06-01
X,Export,HUN,Hungría,Road,121.555,0.0,39948.81,2002-06-01
X,Export,IRL,Irlanda,Road,78.653,0.0,46056.794,2002-06-01
X,Export,ITA,Italia,Air,82.173,0.0,41056.394,2002-06-01
X,Export,ITA,Italia,Road,3065.01,0.0,1858120.326,2002-06-01
X,Export,ITA,Italia,Other,393.318,0.0,200192.789,2002-06-01
X,Export,LVA,Letonia,Road,28.824,0.0,12500.862,2002-06-01
X,Export,LTU,Lituania,Road,161.291,0.0,51782.937,2002-06-01
X,Export,LUX,Luxemburgo,Road,33.649,0.0,29101.46,2002-06-01
X,Export,MRT,Mauritania,Sea,69.6,0.0,30748.859,2002-06-01
X,Export,NLD,Países Bajos,Road,8590.978,0.0,4903002.269,2002-06-01
X,Export,NLD,Países Bajos,Other,185.616,0.0,83302.616,2002-06-01
X,Export,NOR,Noruega,Road,59.233,0.0,25188.093,2002-06-01
X,Export,POL,Polonia,Road,642.116,0.0,255744.775,2002-06-01
X,Export,PRT,Portugal,Road,627.2495,0.0,388083.285,2002-06-01
X,Export,PRT,Portugal,Other,288.799,0.0,128436.713,2002-06-01
X,Export,RUS,Rusia,Road,65.41,0.0,23724.531,2002-06-01
X,Export,SVK,Eslovaquia,Road,149.126,0.0,47009.177,2002-06-01
X,Export,SVN,Eslovenia,Road,126.123,0.0,81417.122,2002-06-01
X,Export,SWE,Suecia,Road,790.401,0.0,176353.204,2002-06-01
X,Export,CHE,Suiza,Road,669.74,0.0,443317.759,2002-06-01
X,Export,ARE,Emiratos Árabes Unidos,Sea,24.9,0.0,14274.274,2002-06-01
X,Export,MKD,Macedonia del Norte,Road,3.268,0.0,1561.189,2002-06-01
X,Export,GBR,Reino Unido,Road,4523.449,0.0,2735747.363,2002-06-01
X,Export,GBR,Reino Unido,Other,396.157,0.0,142143.522,2002-06-01
X,Export,SCG,Serbia and Montenegro (...2005),Road,19.327,0.0,4517.187,2002-06-01
X,Export,DZA,Argelia,Sea,102.139,0.0,64565.121,2002-07-01
X,Export,AND,Andorra,Road,27.005,0.0,18612.88,2002-07-01
X,Export,AUT,Austria,Road,487.582,0.0,228005.742,2002-07-01
X,Export,BEL,Bélgica,Road,1217.1,0.0,783626.373,2002-07-01
X,Export,BEL,Bélgica,Other,34.107,0.0,17355.213,2002-07-01
X,Export,BIH,Bosnia-Herzegovina,Road,72.365,0.0,14035.091,2002-07-01
X,Export,HRV,Croacia,Road,94.649,0.0,40577.731,2002-07-01
X,Export,CZE,República Checa,Road,168.954,0.0,61115.044,2002-07-01
X,Export,DNK,Dinamarca,Road,82.6,0.0,52146.004,2002-07-01
X,Export,FRA,Francia,Road,8601.6383,0.0,5326398.217,2002-07-01
