Año,temp,dew,humidity,precip,solarradiation,solarenergy,hours_of_light,Provincias,Comunidad,Superficie Plantación,Producción Total
2022,15.32219178082192,10.28958904109589,75.45178082191781,1189.506,64988.6,5611.2,4458.310555555556,Ourense,Galicia,1,43
2002,14.109041095890412,10.508219178082191,80.78931506849315,2076.491,0.0,0.0,4458.518611111112,Pontevedra,Galicia,13,375
2003,14.173972602739726,10.113698630136986,78.58767123287672,2307.245,0.0,0.0,4458.516388888889,Pontevedra,Galicia,15,405
2004,13.572131147540983,9.330874316939891,77.70901639344262,1243.994,0.0,0.0,4467.639722222222,Pontevedra,Galicia,16,180
2005,12.776986301369863,8.162739726027398,75.96986301369863,1377.151,0.0,0.0,4458.5136111111115,Pontevedra,Galicia,0,0
2006,13.783013698630137,9.547945205479452,78.10356164383562,2309.76,0.0,0.0,4458.512222222223,Pontevedra,Galicia,34,188
2007,13.293698630136985,8.788767123287672,76.50054794520548,1412.82,0.0,0.0,4458.509444444445,Pontevedra,Galicia,19,203
2008,13.003005464480875,9.25464480874317,80.04699453551913,1861.086,0.0,0.0,4467.633055555556,Pontevedra,Galicia,20,210
2009,13.745753424657535,9.635342465753425,78.59698630136987,2196.628,0.0,0.0,4458.506388888889,Pontevedra,Galicia,21,218
2010,13.66904109589041,9.331506849315069,77.5931506849315,2062.883,68314.7,5899.9,4458.509722222222,Pontevedra,Galicia,31,433
2011,14.327945205479452,9.974794520547945,77.72027397260274,1711.855,70462.8,6084.9,4458.503333333333,Pontevedra,Galicia,32,441
2012,13.256010928961748,9.416120218579236,79.80191256830601,1663.073,68194.6,5887.3,4467.633055555556,Pontevedra,Galicia,32,441
2013,13.802465753424656,9.62054794520548,78.47424657534246,2176.878,68533.6,5918.3,4458.5,Pontevedra,Galicia,31,433
2014,14.253150684931505,10.923013698630138,82.45534246575343,2428.158,65520.0,5660.5,4458.4975,Pontevedra,Galicia,31,414
2015,14.467671232876711,10.574794520547945,79.8841095890411,1405.724,62856.0,5427.2,4458.495833333333,Pontevedra,Galicia,31,414
